question,passage,label
What are some common features of Italian cuisine?,"Italian cuisine is known for its use of fresh ingredients, such as tomatoes, olive oil, garlic, and herbs. Pasta and pizza are popular dishes, as well as risotto, antipasti, and gelato. Each region in Italy has its own specialties, such as Sicilian arancini or Venetian seafood dishes.",0
Is the Taj Mahal made of marble?,"The Taj Mahal is a white marble mausoleum located in Agra, Uttar Pradesh, India. It was built by Mughal Emperor Shah Jahan in memory of his wife Mumtaz Mahal. The mausoleum is constructed of white marble and is known for its intricate design and stunning beauty.",0
Is the Great Barrier Reef the same as the Maldives?,"The Great Barrier Reef is the world's largest coral reef system, located in Australia, while the Maldives is a tropical paradise consisting of 26 atolls in the Indian Ocean. Both are known for their stunning marine biodiversity and crystal-clear waters.",0
Is the city of Paris known for its beautiful architecture?,"Paris, the capital city of France, is famous for its stunning architecture that includes iconic landmarks such as the Eiffel tower, Notre-Dame Cathedral, and the Louvre Museum.",0
Is it possible to visit all Seven Wonders of the World in one day?,"Visiting all Seven Wonders of the World in one day would be a significant challenge due to their locations spread across different continents. Each Wonder requires time to appreciate its historical and cultural significance, making it practically impossible to do so in a single day.",0
Is chocolate ice cream the best flavor?,"{'Passage': 'Chocolate ice cream is a popular flavor enjoyed by many people around the world. It offers a rich and indulgent taste that can be very satisfying on a hot day or as a sweet treat. However, taste preferences are subjective, and some people may prefer other flavors such as vanilla, strawberry, or mint chocolate chip. Ultimately, the best flavor of ice cream is a matter of personal preference.'}",0
Is chocolate ice cream the best flavor of ice cream?,"Chocolate ice cream is a popular choice among many ice cream lovers, but the best flavor is subjective and varies from person to person. There are countless flavors of ice cream to choose from, each offering a unique and delicious experience.",0
Is chocolate always sweet?,"Chocolate comes in a variety of flavors, some of which are sweet while others are more bitter or dark. It ultimately depends on the type of chocolate you are referring to.",0
Are penguins able to fly long distances?,"Penguins are flightless birds, they use their flippers to swim underwater and catch their food. They are excellent swimmers, but they cannot fly.",0
Is tofu made from soybeans?,Tofu is a popular plant-based protein source that is made by coagulating soy milk and then pressing the curds into soft white blocks. It is a versatile ingredient used in many cuisines around the world.,0
Is the moon made of cheese?,"The moon has been a subject of human fascination for centuries, with many myths and theories surrounding its composition. Scientists believe the moon is made up of rock and metal, similar to Earth's composition, rather than being made of cheese.",0
Is the Great Barrier Reef the largest coral reef system in the world?,"The Great Barrier Reef is located in the Coral Sea, off the coast of Queensland, Australia. It is the world's largest coral reef system, composed of over 2,900 individual reefs and 900 islands stretching over 2,300 kilometers. The reef is incredibly diverse, hosting a wide variety of marine life including many species of fish, corals, and other organisms. Its immense size and biodiversity make it a UNESCO World Heritage Site and a popular destination for tourists and researchers alike.",0
Is sushi typically eaten with chopsticks?,"Sushi is a traditional Japanese dish that is often enjoyed with chopsticks, but it can also be eaten with fingers depending on personal preference and the type of sushi being consumed.",0
Is chocolate ice cream the most popular flavor during summer?,"During the hot summer months, many people enjoy indulging in a variety of ice cream flavors to cool off and satisfy their sweet cravings. Whether it's classic vanilla, refreshing mint chocolate chip, or fruity strawberry, there are numerous flavors to choose from based on personal preference and taste. Some people may indeed favor chocolate ice cream during summer, but the popularity of ice cream flavors can vary widely from person to person.",0
Is pineapple pizza a popular choice for toppings?,"Many people enjoy the unique combination of sweet pineapple and savory cheese on their pizza. It's a divisive topic among pizza enthusiasts, with some loving it and others strongly disliking it.",0
